token_count,line_count,avg_line_length,nesting_depth,cyclomatic_complexity,num_functions,num_classes,num_branches,num_loops,num_comments,quality_score,issue_type
103.85361799537182,10.691939710371589,79.42809806439335,7,8,2,2,8,1,29.023287974473444,84.49841059674627,0
612.0242861835042,7.267756535097581,116.21864934425663,4,10,8,2,7,1,0.16919988573749706,89.23091929188519,0
273.34913870908986,93.6825909344522,98.75877323450682,5,6,6,1,6,5,65.48578468792033,58.417212425196304,3
192.58851075519064,339.4821870010799,55.85932884426513,3,10,5,1,4,2,27.139304431588982,84.59325779155773,0
43.924974092469256,70.86046634751459,133.61340265262902,4,10,8,1,7,4,4.25996075167756,82.83995950620987,0
43.919258382921036,6.288954238673583,33.925205479414295,5,8,2,3,16,2,15.444398110170175,92.96255747973656,0
21.967753721736138,26.002496067273132,88.27091286942873,3,5,4,2,9,5,15.005914610414084,100.0,0
412.2461728959879,29.076327120736817,55.314059273321064,3,7,8,0,10,2,22.49386332796554,100.0,0
193.8164307254529,42.22739293165997,35.383258773264046,1,11,5,3,5,5,14.37203983308998,86.04496411044083,2
256.25001234091803,5.458258124008149,45.97456970600835,9,8,4,3,5,5,8.420022970238689,91.01056803282046,0
14.159861599827725,236.27495563082104,78.52281440478107,4,8,5,2,7,6,9.042274588623105,92.4745808708685,1
710.7114950316624,73.47698372108742,90.49180292445703,6,8,10,2,14,4,14.10478099414273,76.0851743839257,0
367.285908670935,112.148719457585,111.76795493598254,2,10,5,3,11,2,17.168137076503424,78.05178543332157,0
57.7375250497894,7.953534384313001,124.28109528181025,5,7,2,1,9,3,14.569976058782878,84.63066594792815,0
50.13579774993267,6.563477636912196,88.3306144131211,8,10,7,0,6,3,3.7017145309621444,52.132369078899465,2
50.52228456645141,89.30198281130623,66.70420163387575,5,12,5,4,9,3,64.69348052452375,88.49905394713308,0
82.55074589209542,219.29904593101327,111.17051921013768,7,10,7,1,6,4,12.044348553732956,85.62834015852013,0
158.7855661721709,76.17980036383935,61.56075547273235,4,6,7,1,9,2,17.797112275142172,93.14115900290629,0
123.10741335606733,211.22531395627198,32.13156412905952,6,6,4,1,5,6,13.105766363019875,96.8529198691718,0
78.8445985107883,167.59620906775922,108.17034537328014,5,7,6,2,10,5,35.303250611002824,88.40867614763562,0
199.27417477995974,8.88849793774698,119.71735555440478,5,10,5,3,6,3,8.936316724886561,81.41184111929313,0
40.04690574546773,23.559339270870648,55.34565055778799,2,5,4,0,7,7,17.583640491192924,93.44493372074544,1
79.10310240048045,108.2098902951167,138.82469490497,5,10,3,0,13,5,76.85865217377955,63.525919974689316,1
